S.No,Start,Distance,Race Name,Rank 1 Number,Rank 1 Name,Rank 1 Rider,Rank 1 W,Rank 1 P,Rank 2 Number,Rank 2 Name,Rank 2 Rider,Rank 2 W,Rank 2 P,Rank 3 Number,Rank 3 Name,Rank 3 Rider,Rank 3 P,Rank 3 W,Rank 4 Number,Rank 4 Name,Rank 4 Rider,Rank 4 W,Rank 4 P,Win,Place,Qulnella,Exacta,Trifecta,First4,Double,Quaddle,Qulnella Results,Qulnella Dividends,Exacta Results,Exacta Dividends,Trifecta Results,Trifecta Dividends,First4 Results,First4 Dividends
6,13:12,1110,ROKU GIN QTIS THREE-YEARS-OLD HANDICAP 3Y HCP,5,BOLD STYLE,MARK DU PLESSIS,7,2.7,7,THE MOVE,BAYLEE NOTHDURFT (A),-,1.6,4,GO DEEP,BRAD STEWART,-,-,8,EMMA'S JET,JAMES ORMAN,-,-,30.8K,12.9K,17K,"5,998",22.3K,24.3K,"1,862",-,05-Jul,7.4,05-Jul,19,05-07-2004,139.7,5-7-4-8,899.3
7,13:52,1200,XXXX DRY BENCHMARK 85 HANDICAP BM85 HCP,10,RACECOURSE ROAD,JAMES ORMAN,3.4,1.8,11,STARVIRGO,MARK DU PLESSIS,-,1.5,12,STELLAR POWER,LUKE TARRANT,-,3.3,3,ENTERPRISE PRINCE,BRAD STEWART,-,-,39.1K,14.9K,15.7K,"4,909",24.3K,17.7K,"3,854",-,10-Nov,8.5,10-Nov,15.4,10-11-2012,95.9,10-11-12-3,361.5
8,14:32,1350,RACECOURSE VILLAGE BENCHMARK 72 HANDICAP BM72 HCP,10,SCATHING,JUSTIN HUXTABLE (A2.0),2.2,1.2,3,LIGHT UP THE ROOM,ALANNAH FANCOURT,-,2.4,11,ERRINGHI SPRING,SEAN CORMACK,-,2.5,8,AMICITIA,ANTHONY ALLEN,-,-,48.2K,22.2K,18.7K,"5,888",36.1K,24.2K,-,-,03-Oct,12.6,10-Mar,15.6,10-03-2011,113.9,10-3-11-8,560.3
0,16:22,1800,TAB PACE (SKY 2) NR 60 TO 73 PACE SKY 2,4,REGAL SCRIBE,MARK BILLINGER,7.4,2.4,5,DONT TELL WILLIAM,LISA RYAN,-,2,8,LABELLA ROCK,WAYNE HILL,-,1.4,9,DONT TELL ALICE,DAVID SMITH,-,-,"3,874","1,281","1,061",384,"2,192","1,146",58,947,04-May,23.6,04-May,40.8,04-05-2008,144.4,4-5-8-9,206
1,16:50,1800,ARCLIGHT PHOTOGRAPHY PACE  (SKY 2) NO NR PACE  SKY 2,1,WHATABRO,DARREN BILLINGER,3.2,1.5,8,TUNZA TENACITY,NICK BROWN,-,5.9,4,FAIRIESDELIGHT,DAVID SMITH,-,2,7,JAGGED SHADOW,SAMANTHA PASCOE,-,-,"5,656","2,598","1,164",759,"3,377","1,780",67,-,01-Aug,66.3,01-Aug,64.8,01-08-2004,303.3,"1-8-4-7
                                            Partial C/O","2758.30
                                            (668.59)"
2,17:25,1800,HYGAIN FIBRE PROTECT PACE (SKY 1) NR 54 TO 59 PACE SKY 1,1,AH LA VITESSE (NZ),DAVID SMITH,30.4,3.3,6,MAHARAJAH (NZ),WAYNE HILL,-,2.5,3,WAITPINGA LAD,RYAN HRYHOREC,-,1.7,5,JUST CAPPY,LEAH HARVEY,-,-,"2,842","1,501",567,415,"1,552","5,441",78,-,01-Jun,81.2,01-Jun,156.9,01-06-2003,797.9,1-6-3-5,2612.4
3,17:55,1800,NEWSPOT MOTOR GROUP PACE (SKY 1) NR UP TO 53 PACE SKY 1,7,CAULONIA ARTY,DANIELLE HILL,4.5,1.3,4,ILLUSIONATION,DARREN BILLINGER,-,1.4,1,BLACK ART (NZ),JAKE WEBSTER,-,2.3,5,HOCKYGREG,TIANA MCMAHON,-,-,"8,928","3,759","2,289","1,546","6,020","3,953",110,-,04-Jul,6.8,07-Apr,18.2,07-04-2001,78.1,7-4-1-5,354
4,18:25,2645,2020 ALDEBARAN PARK GRAMEL TROTTERS CUP  (SKY 1) NR 58 OR BETTER SS SKY 1,8,ITS ELVIS (NZ),GAITA PULLICINO,4,1.6,5,COOLBREEZE,COREY JOHNSON,-,2.3,6,CHAMPAGNE PRINCE (NZ),MARK BILLINGER,-,1.5,1,ALDEBARAN BROOZER (NZ),RYAN HRYHOREC,-,-,"4,459","1,988","1,012",741,"2,771","1,995",107,"4,202",05-Aug,15.6,08-May,29.3,08-05-2006,108.2,8-5-6-1,656.1
5,18:55,1800,2020 ALABAR GOLDEN NURSERY (HEAT 1) (SKY 1) NO NR SKY 1,5,ARTILLERY,MARK BILLINGER,5.6,2,6,SANUR BEACH,JAYSON FINNIS,-,1.5,3,BETTAMINETHANYOURS,DANIELLE HILL,-,-,7,BETTER STEAM AHEAD,MICHAEL A SMITH,-,-,"5,548","2,231","1,721",927,"4,354","3,927",117,-,05-Jun,3.9,05-Jun,9.6,05-06-2003,26.6,5-6-3-7,77
6,19:25,1800,2020 ALABAR GOLDEN NURSERY (HEAT 2)  (SKY 1) NO NR SKY 1,1,DANCING FINN,RYAN HRYHOREC,1.2,1.04,3,LADY ALEXIA,SAMANTHA PASCOE,-,37.4,7,THISWAYTOTHEBEACH,MICHAEL NORMAN,-,-,4,THE SNEAKY FOX,MARK BILLINGER,-,-,"4,272","2,682","1,207","1,388","5,120","4,301",166,-,01-Mar,42.6,01-Mar,38.2,01-03-2007,230.8,1-3-7-4,1185.6
7,19:56,1800,2020 ALABAR GOLDEN NURSERY (HEAT 3)  (SKY 1) NO NR SKY 1,6,BLACKTOP ROCK,RYAN HRYHOREC,2.2,1.1,2,MAJOR REASON,DON GIRARDI,-,6.2,7,SPRINGFIELD AFFAIR,DANIELLE HILL,-,-,4,NORTHERN TERROR,DALE AFFORD,-,-,"7,107","2,248","1,294","1,017","5,320","4,446",-,-,02-Jun,31.6,06-Feb,46,06-02-2007,223.1,6-2-7-4,405.5
0,15:34,305,LADBROKES BOOST MAIDEN MDN,3,BOWIE BONUS,E. HARRIS,2.5,1.3,8,PRETTY PAWS,J. CORRIGAN,-,1.04,5,SMUGGLER'S RUN,L. MORGAN,-,-,1,MATESHIP,S. KEEP,-,-,"3,022",831,498,243,"1,307",997,19,116,03-Aug,1.5,03-Aug,3.6,03-08-2005,10.4,3-8-5-1,21.8
1,15:57,407,LADBROKES BACK YOURSELF MAIDEN MDN,5,ARTY BARTY,C. MCPHEE,3.9,1.4,2,KALANG BEACH,T. RICE,-,1.04,6,LITTLE RED ROSIE,S. KEEP,-,-,4,EMERLEY BURNOUT,L. NORTH,-,-,"6,277","2,022","1,295",610,"3,780","3,369",38,-,02-May,2.4,05-Feb,6.7,05-02-2006,31.2,5-2-6-4,105.4
2,16:12,305,LADBROKES LIVE STREAMING MASTERS M3,9,YOU TELAM JOY (7),A. BUNNEY,8.3,3.3,1,MAGIC RAE ROSE,D. LOWE,-,2.8,4,ODI SANNETTE,T. RICE,-,-,6,KULU EAGLE,J. CLARSON,-,-,"9,418","2,224","1,957",752,"4,975","3,346",81,-,01-Sep,14.7,09-Jan,47.8,09-01-2004,128.5,9-1-4-6,1108.2
3,16:37,480,VILLAGE GREEN HOTEL 0-1 WIN STAKES MX,2,MANDOZA RIPPLE,T. RICE,4.5,2.9,7,OVERGRIP,A. MONAGHAN,-,1.4,6,DELROY BOY,W. FOSTER,-,-,1,NASTASSJA,G. STREATFIELD,-,-,"5,754","2,302",816,430,"2,174","1,473",56,-,02-Jul,7.6,02-Jul,10.2,02-07-2006,37.4,2-7-6-1,138.4
4,16:57,480,BIG RIVER PIZZA 0-1 WIN STAKES MX,6,RINADEENA,A. MONAGHAN,3,1.5,1,HAZEL BONUS,E. HARRIS,-,1.4,7,THAT FELLA,L. GREEN,-,-,4,HAVANA BROWN,T. HICKSON,-,-,"3,470","1,561",683,308,"1,191","1,174",5,367,01-Jun,3.3,06-Jan,9.2,06-01-2007,19.1,6-1-7-4,64.3
5,17:19,305,GDSC STAKES MX 4/5,1,KINGSBRAE JESS,C. MCPHEE,3.2,1.2,5,NAY GLEE,R. GARDOLL,-,1.1,2,PARIS GAMBLER,P. LAVIS,-,1.7,7,PANTHER PAUL,C. FIELD,-,-,"2,962","1,449",871,260,"1,992",921,71,-,01-May,3.8,01-May,8.2,01-05-2002,38.9,1-5-2-7,369
6,17:46,305,CLARENCE VALLEY SHEDS STAKES GR5,3,PASS THE SAUCE,A. MONAGHAN,2.8,1.4,7,SCRAPED BY,J. KING,-,1.4,4,ZOMBIE QUEEN,W. KEMPSHALL,-,4.1,5,GRIS GAMBLER,P. LAVIS,-,-,"5,010","2,594",821,246,"1,497","1,003",98,-,03-Jul,12.5,03-Jul,29,03-07-2004,391.6,"3-7-4-5
                                            Partial C/O","1555.40
                                            (291.35)"
7,18:09,305,SEDGERS REEF HOTEL STAKES FFA,7,OLD DOMINION,G. ROBERTSON,26,16,2,FLOKI JAPPA,S. KEMPSHALL,-,2,1,KINGSBRAE TREVOR,A. MONAGHAN,-,1.3,3,COPPERHEAD ROGUE,S. KEEP,-,-,"3,499","1,828",705,307,"2,288","3,831",115,-,02-Jul,270.8,"7-2
                                            Partial C/O","491.90
                                            (29.29)",07-02-2001,2215,7-2-1-3,3459.9
8,18:32,407,LADBROKES INFO HUB PATHWAYS GR5,1,ARGENT GAMBLER,P. LAVIS,3.8,1.4,3,MY MAC BOY,C. MCPHEE,-,2.8,7,PREMIER GAMBLER,P. LAVIS,-,1.1,2,LUCA BAZOOKA,T. RICE,-,-,"6,396","1,748",805,570,"2,580","1,326",301,-,01-Mar,12.9,01-Mar,31.3,01-03-2007,87.9,1-3-7-2,402.1
9,18:49,480,LADBROKES STAKES MX 4/5,3,HARI BRANN,A. MONAGHAN,2.4,1.04,8,I'M ZARR ROCK,R. GARDOLL,-,1.04,1,TWICE AS WISE,R. GARDOLL,-,2.1,5,KOORINGA THELLY,C. MCPHEE,-,-,"3,562","1,303",769,242,"1,988","1,373",-,-,03-Aug,2.2,03-Aug,5,03-08-2001,24.5,3-8-1-5,40.4
0,17:00,431,TAB MDN,2,INCLINED,P. SULLIVAN,4.7,2,1,MORE,M. HEILBRONN,-,1.9,4,STAND IN MAIL,M. HEILBRONN,-,4.8,3,ROSDUE CITRUS,T. CHAPMAN,-,-,"2,451","1,479",477,234,"1,230",726,3,50,01-Feb,5.5,02-Jan,8.4,02-01-2004,76.9,2-1-4-3,299
1,17:26,520,SKY RACING NOV,2,HARA'S STAR,A. SOMMERFIELD,14.5,3.7,7,TERROR TURTLE,R. ESSEX,-,1.1,6,SILVER SANDALS,S. LAWRANCE,-,-,3,AUGUSTA MISS,E. RAEBURN,-,-,"2,183",835,510,216,"1,235",654,8,-,02-Jul,10.5,02-Jul,32.4,02-07-2006,70.9,2-7-6-3,263.1
2,17:49,431,WWW.IPSWICHGREYHOUNDS.COM NOV,1,SPRING CLEO,P. BYERS,3,1.04,6,TENDER TALK,M. HEILBRONN,-,2.2,5,TROUNCED,K. OLLERTON,-,14.9,4,MAD INVITE,J. BLOOMFIELD,-,-,"5,427","1,608",776,371,"1,822","1,085",20,-,01-Jun,14.6,01-Jun,37.8,01-06-2005,464.5,"1-6-5-4
                                            Partial C/O","1682.10
                                            (338.78)"
3,18:06,630,DOVER & SONS MX 4/5,6,WAIKARIE BELL,K. KLEINHANS,-,2.9,2,FEDERAL ELLE,C. MUTTON,-,-,8,ZUDACTYL MONELLI,M. CAMPBELL,-,-,1,HOT EMBER,P. O'REILLY,-,-,"2,700",Aban.,311,188,566,"2,427",11,-,02-Jun,1.7,06-Feb,3.4,06-02-2008,9.9,6-2-8-1,9.5
4,18:29,630,ADVENTURE TOURISM AUSTRALIA GR5,1,EIGHT GREEN CANS,J. HOSKING,3.7,1.2,2,ANNIKA,T. TZOUVELIS,-,1.7,3,MINI SOX,P. O'REILLY,-,1.4,4,HARD MARKER,P. FIELD,-,-,"4,182","2,711",632,463,"3,234","2,371",22,"1,549",01-Feb,7.6,01-Feb,20.9,01-02-2003,69.3,1-2-3-4,301.4
5,18:45,431,WWW.IPSWICHGREYHOUNDS.COM MX 4/5,1,SPRING ROCK,P. BYERS,1.7,1.4,3,KEY WEST,K. SNOW,-,2,2,LANARK BLUE,J. HOSKING,-,1,6,RINGBARK REIGN,S. LAWRANCE,-,1.3,"2,702","1,254",659,359,"2,257","1,829",21,-,01-Mar,12.6,01-Mar,14.6,"1-3-2
                                            1-3-6","20.00
                                            33.90","1-3-2-6
                                            1-3-6-2","54.20
                                            79.40"
6,19:04,520,GREG STERNBERG VET SURGEON MX 4/5,3,MOLLY ANNE,D. JOHNSTONE,10.9,3.3,4,MISS IMPERIOUS,D. JOHNSTONE,-,2.4,6,CILLA PREVAILS,G. MITCHELL,-,1.9,8,BOY LLOYD,E. RAEBURN,-,-,"3,045","1,977","1,027",439,"2,899","1,842",18,-,03-Apr,9.7,03-Apr,26.8,03-04-2006,203.8,3-4-6-8,852
7,19:23,520,TAB GR5 FN,6,FLYING JET,P. O'REILLY,4.3,1.6,7,SENORITA MAYWYN,R. ESSEX,-,2.4,5,WADDLING WITCH,J. HOSKING,-,1.1,8,MAYWYN ULYSSES,R. ESSEX,-,-,"8,329","4,327","2,261",833,"5,467","5,009",37,-,06-Jul,15.8,06-Jul,27.1,06-07-2005,122.3,6-7-5-8,165.2
8,19:50,431,WWW.IPSWICHGREYHOUNDS.COM GR5,4,DARK ZORRO,P. O'REILLY,3.7,1.1,2,GO LOU GO,K. SNOW,-,2.8,5,FLYING HOUND,S. ANDREWS,-,3.5,3,ELITE YES SAM,L. MASSEY,-,-,"5,346","2,668","1,647",449,"4,750","2,995",99,-,02-Apr,9.9,04-Feb,10.6,04-02-2005,173,4-2-5-3,718
9,20:06,288,OWNER OF YEAR 2007-BUTIBAM CONF MX 4/5,2,WILD FANTASY,C. MUTTON,3.6,1.9,4,SANTORINI MISS,T. BRETT,-,1.1,8,WILD LILLY,C. MUTTON,-,1.3,7,KID SUNRISE,K. OLLERTON,-,-,"5,219","1,724","1,504",687,"4,962","5,161",-,-,02-Apr,5.6,02-Apr,11.3,02-04-2008,42.2,2-4-8-7,432.9
0,15:52,1720,DNR LOGISTICS PACE NR 61 TO 67 PACE,6,THE DUDE (NZ),RYAN DUFFY,9.1,2,3,MISS MCGONAGALL (EM1),CONNOR CLARKE,-,2.1,7,PRADASON,GREG SUGARS,-,1.4,5,RADIUS,DAVID BARBETTI,-,-,12.5K,"4,783","3,085","1,348","8,444","7,331","1,001",18.9K,03-Jun,26,06-Mar,76.8,06-03-2007,278.2,6-3-7-5,2082.7
1,16:27,2240,TABCORP PARK MEAL DELIVERY NOW AVAILABLE PACE 4Y AND OLDER PACE,2,ITS BACK IN THE DAY (NZ),RHYS NICHOLSON,1.2,1.04,6,IM NO OUTLAW (NZ),GREG SUGARS,-,1.1,4,MACHS GOLD (NZ),RYAN DUFFY,-,2,9,SEIZE POWER,CHARLIE BORG,-,-,"9,462",11.9K,"2,737","1,707",10.4K,"9,199",643,-,02-Jun,3.5,02-Jun,3.1,02-06-2004,7.4,2-6-4-9,62.3
2,16:55,1720,ALLIED EXPRESS PACE NR 60 TO 75 PACE,9,TWO TIMES BETTOR,GREG SUGARS,2.4,1.2,5,SINGLE TREE ROAD,MICHAEL STANLEY,-,1.4,3,LOOKING FABULOUS,RYAN DUFFY,-,1.3,4,MILLAH JOY,KYLIE SUGARS,-,-,"8,610","3,013","2,138","1,129","6,669","5,302",646,-,05-Sep,8,09-May,15.4,09-05-2003,29.8,9-5-3-4,78.5
3,17:30,1720,WOODLANDS STUD TROT NR 65 TO 79,8,IMPERIAL WHIZ (NZ),GREG SUGARS,3.3,1.1,2,FLING ABOUT,FRED SPITERI,-,2.8,7,SCALLYWAG SAM (NZ),JODI QUINLAN,-,1.4,6,FEAR NOT,GLENN CONROY,-,-,11.3K,"3,999","2,620","1,618","7,990","7,783",582,-,02-Aug,26.3,08-Feb,41,08-02-2007,71.2,8-2-7-6,342.4
4,18:03,1720,TALKING TROTS ON SENTRACK PACE NR 78 TO 89 PACE,8,BETTOR BE THE BOMB,RYAN DUFFY,9.4,2.4,10,JEAN LUC (NZ),LANCE JUSTICE,-,1.9,1,OFF THE RADAR,RICHIE CARUANA,-,1.9,4,EL HOMBRE,JODI QUINLAN,-,-,11.6K,"4,866","2,367","1,176","6,054","4,283",933,38.6K,08-Oct,20.7,08-Oct,31.6,08-10-2001,224,8-10-1-4,1525.3
5,18:30,2240,ALABAR PACE NR 90 TO 120 PACE,6,EGODAN,GREG SUGARS,2.3,1.5,4,OUR STEP UP (NZ),JOHN CALDOW,-,2,8,KASBAH KID,RYAN DUFFY,-,-,1,VEE ROCK,DARBY MCGUIGAN,-,-,"5,096","2,218","2,199",515,"4,500","3,741",630,-,04-Jun,4.1,06-Apr,9.2,06-04-2008,15.7,6-4-8-1,26.9
6,19:02,1720,TAB MULTIPLIER PACE NR 68 TO 77 PACE,9,FREDDY FUNK (NZ),GREG SUGARS,4,1.2,10,OUR SPORTSCASTER (NZ),OLIVIA WEIDENBACH,-,3.1,7,MESSERATI,JOHN CALDOW,-,1.6,3,THE GINGERBREADMAN,CRAIG DEMMLER,-,-,"8,920","3,224","2,348","1,164","5,884","4,070",833,-,09-Oct,19.8,09-Oct,20.9,09-10-2007,70.4,9-10-7-3,532.6
7,19:37,2240,ALDEBARAN PARK TROT NR 80 TO 120,6,AUNTIE POPPY,GREG SUGARS,9,3.8,5,YMBRO WASTED,DARBY MCGUIGAN,-,8.4,2,I AM PEGASUS,JOHN CALDOW,-,-,7,SAVANNAH JAY JAY,CRAIG DEMMLER,-,-,"9,707","2,333","3,041","1,444","7,295","5,948",-,-,05-Jun,112.5,06-May,185.6,06-05-2002,737.5,6-5-2-7,3138.6
0,15:40,1609,TAKEAWAYS AT MENANGLE COUNTRY CLUB LADYSHIP PACE NO NR PACE,6,FAME ASSURED,CAMERON HART,6.4,1.9,8,MOLLY KELLY,LUKE MCCARTHY,-,2.2,10,HOWS THE MEMORY,TODD MCCARTHY,-,1.6,7,ROCK N ROLL CHAPEL (NZ),ANTHONY BUTT,-,-,11.5K,"4,450","2,764","3,592",14K,"4,274",691,"3,130",06-Aug,15.5,06-Aug,37.3,06-08-2010,151,6-8-10-7,351.6
1,16:15,2300,CORDINA FARMS FACTORY OUTLET PACE NO NR PACE,11,MAKOA,CAMERON HART,9.2,2.2,3,LOMBO HEAVEN,TODD MCCARTHY,-,2.2,10,PUMP THE BRAKES,SEAN GRAYLING,-,3.6,2,CULTURE KING,LUKE MCCARTHY,-,-,10.3K,"3,900","2,109","1,140","6,100","5,075",437,-,03-Nov,41.2,11-Mar,54.6,11-03-2010,613,11-3-10-2,2766.6
2,16:47,1609,WOODLANDS STUD WEANLINGS FOR SALE PACE NO NR PACE,6,REPLACED EYE,TODD MCCARTHY,2.9,1.3,8,VAN MARA (NZ),ROBERT MORRIS,-,5.8,9,NED PEPPER,GAVIN FITZPATRICK,-,1.9,1,MATAI VALOUR (NZ) (EM1),GLENN MCELHINNEY,-,-,11K,"3,704","2,315","1,291","6,090","5,418",349,-,06-Aug,52.5,06-Aug,45.9,06-08-2009,371.7,6-8-9-1,2271.3
3,17:18,1609,VODKA CRUISER LADYSHIP PACE NO NR PACE,11,HAVTIME (NZ),ROBERT MORRIS,1.3,1.1,9,BETTOR ROBYN,LEONARD CAIN,-,4.1,10,MAKE MINE HEAVEN,BRAD HEWITT,-,7.8,5,LOVE MY SISTER,LUKE MCCARTHY,-,-,"7,954","6,767","1,926",995,"4,753","4,497",215,-,09-Nov,10.8,11-Sep,11.9,11-09-2010,175.3,11-9-10-5,868.9
4,17:48,1609,AINSWORTH A-STAR GOLDEN EASTER EGG 3Y NO NR,5,OUR ANTONIO ROSE,JASON GRIMSON,16.3,2.6,7,VINCENZINA,ROSS ADAMS,-,1.3,8,DR SUSAN (NZ),ANTHONY BUTT,-,1.04,9,TOTAL DIVA (NZ),BLAKE FITZPATRICK,-,-,"6,950","5,407","1,679","1,217","7,167","5,543",347,"9,615",05-Jul,53.5,05-Jul,85.8,05-07-2008,200.6,5-7-8-9,911.7
5,18:18,1609,GARRARDS HORSE & HOUND PACE NO NR PACE,10,CASH N FLOW (NZ),LUKE MCCARTHY,1.9,1.1,4,CRUZ (NZ),TODD MCCARTHY,-,1.4,11,MY FIELD MARSHAL (NZ),ANTHONY BUTT,-,1.6,1,LITTLE RASCAL (NZ) (EM1),JIM DOUGLASS,-,-,"6,921","3,722","1,328","1,254","4,469","3,839",398,-,04-Oct,4.6,10-Apr,8.3,10-04-2011,20.7,10-4-11-1,129.9
6,18:48,1609,MCLAREN REAL ESTATE CARE TO PREPARE TROTTERS MOBILE NO NR,10,DROP THE HAMMER,DARREN HANCOCK,3.4,1.5,9,KOWHAI MONARCH (NZ),TODD MCCARTHY,-,3.1,5,HOTJANE BLING,LUKE MCCARTHY,-,1.5,2,EMPIRE BAY,DAVID MORRIS,-,-,10.5K,"4,494","2,073","1,140","6,120","3,423",663,-,09-Oct,16.7,10-Sep,35.8,10-09-2005,209.5,10-9-5-2,974.3
7,19:18,1609,MULTIQUIP QUARRIES PACE NO NR PACE,5,SMOKIN BY (NZ),TODD MCCARTHY,3.8,1.4,7,OUR WALL STREET WOLF (NZ),LEONARD CAIN,-,2.1,4,SAPPHIRE SWAYZE,CAMERON HART,-,3.1,10,NO APACHEMEE (NZ),JACK TRAINOR,-,-,10.2K,"4,553","2,186","1,241","6,493","4,475",-,-,05-Jul,14.6,05-Jul,23.1,05-07-2004,159.9,5-7-4-10,1765
0,10:26,1050,TERRY HOWE PRINTING HANDICAP 2Y BM62 HCP,5,THERESABEARINTHERE,LACHLAN NEINDORF (A2.0),3.6,1.5,2,EXTRA TIME,JASON HOLDER,-,1.8,6,VANCOUVER VELVET,TEAGAN VOORHAM (A3.0),-,7.1,13,SHE'S ALL SPICE,RYAN HURDLE,-,-,27.4K,12.6K,10.3K,"3,240",17.2K,"9,025","2,768",-,02-May,7.7,05-Feb,13.5,05-02-2006,269.1,5-2-6-13,9137.9
1,11:01,2500,BLAZE AID SA HANDICAP BM78 HCP,2,FRANKED (GB),TODD PANNELL,8,2.3,8,HASTA LA BULLET,EMILY FINNEGAN,-,2.1,1,TURF MAN,JASON HOLDER,-,2,13,SEARAVEN,JUSTIN POTTER,-,-,26.3K,12.4K,"9,204","3,157",17.3K,12.1K,"1,430",27.2K,02-Aug,32.6,02-Aug,93.9,02-08-2001,420.1,2-8-1-13,10926.1
2,11:36,1600,TAB HANDICAP BM86 HCP,8,ROSELLI STING,JAKE TOEROEK,8.2,2.1,9,FRANCE'S BOY,KAYLA CROWTHER (A1.5),-,2.4,5,HANDSOME RETURN (NZ),TODD PANNELL,-,2.7,2,EPERDUMENT,GEORGINA CARTWRIGHT (A2.0),-,-,34.6K,15.6K,14.2K,"4,706",22.9K,15.9K,"3,205",-,08-Sep,26.7,08-Sep,60.6,08-09-2005,398.9,8-9-5-2,3279
3,12:11,1600,AAMI HANDICAP BM60 HCP,16,LOVE FROM LUCY,SAIRYN FAWKE,91.4,20.3,4,SKILLFUL STEPS,CAITLIN JONES (A1.5),-,3,8,LA RICHESSE,GEORGINA CARTWRIGHT (A2.0),-,2.6,17,ALWAYS THE KING (EM1),RYAN HURDLE,-,-,43.2K,21K,17.7K,"4,482",32.1K,17.2K,"3,425",-,Apr-16,447.5,16-Apr,1545.7,16-04-2008,29083.2,"16-4-8-17
                                            Partial C/O","26623.70
                                            (12385.99)"
4,12:51,1050,HOLDFAST INSURANCE HANDICAP (HEAT 9 SA SPRINT SERIES) BM78 HCP HEAT,4,MUM'S MY HERO,TEAGAN VOORHAM (A3.0),12.5,3.3,9,SYMPHONETTE,KAYLA CROWTHER (A1.5),-,1.9,7,BAYOU,LACHLAN NEINDORF (A2.0),-,2.2,8,STAR HILLS,EMILY FINNEGAN,-,-,66K,26.4K,20.7K,"5,347",35.8K,98.4K,"4,071",-,04-Sep,27.3,04-Sep,70.2,04-09-2007,410.7,4-9-7-8,8931.8
5,13:31,1100,FURPHY R N IRWIN STAKES GROUP 3 SWFA,1,GYTRASH,JASON HOLDER,2.1,1.04,7,SUNLIGHT,BAREND VORSTER,-,1.2,2,HOME OF THE BRAVE (IRE),DOM TOURNEUR,-,3,3,VIRIDINE,PAUL GATT,-,-,74K,20.3K,20.4K,"6,515",42.8K,41.4K,"4,985",149K,01-Jul,1.7,01-Jul,3.4,01-07-2002,23.4,1-7-2-3,91.6
6,14:11,1100,WINNING EDGE PRESENTATIONS REDELVA STAKES 3Y SW+P,6,GARNER,JASON HOLDER,5.5,1.8,7,ROCCABASCERANA,TODD PANNELL,-,1.8,11,SIZZLEFLY,KAYLA CROWTHER (A),-,1.6,10,XILONG,BAREND VORSTER,-,-,74.3K,30.1K,22.5K,"6,140",40K,25.7K,"5,861",-,06-Jul,11.6,06-Jul,23.7,06-07-2011,90.9,6-7-11-10,193.5
7,14:51,1800,SCHWEPPERVESCENCE STAKES (REGISTERED AS AURARIA STAKES) GROUP 3 3Y FILLIES SW+P,15,SILENT SOVEREIGN,BAREND VORSTER,11.8,3.5,8,SELICA (NZ),KAYLA CROWTHER (A),-,3.3,17,WALKING FLYING (NZ) (EM1),LACHLAN NEINDORF (A),-,7.3,5,WINGS OF PASTRAMI,SAIRYN FAWKE,-,-,77.1K,40.5K,26.1K,"7,660",49.9K,25.1K,"8,315",-,Aug-15,70,15-Aug,129.3,15-08-2017,3174.9,"15-8-17-5
                                            Partial C/O","38939.70
                                            (4402.42)"
8,15:30,1200,ADELAIDE FESTIVAL OF RACING 2-16 MAY HANDICAP (HEAT 10 AUTUM BM78 HCP HEAT,10,ONE MORE JACK,JUSTIN POTTER,5,1.9,12,AWAKE IN GRINZING (NZ),RYAN HURDLE,-,11.9,2,STREET LIFE,CAITLIN JONES (A1.5),-,3.9,4,AIGUILETTE,SOPHIE LOGAN (A3.0),-,-,81.8K,34.3K,28.8K,"8,505",57.6K,62.6K,-,-,10-Dec,220.7,10-Dec,234.6,10-12-2002,4112,10-12-2-4,60640.9
0,09:55,1200,TAB HIGHWAY HANDICAP 3UP CL3 HCP,14,FENDER,JASON COLLETT,12,3.6,6,TORO TORO,JAMES MCDONALD,-,2.2,10,HELLENISM,TIM CLARK,-,2.1,5,JAILBREAK,NASH RAWILLER,-,-,56.3K,30K,30.2K,"6,359",43K,30.3K,"9,908",-,Jun-14,27,14-Jun,77.9,14-06-2010,254.9,14-6-10-5,1159.6
1,10:35,1200,CATANACH'S SPRINT 3UP BM88 HCP,1,SNITZ,NASH RAWILLER,11,3.4,15,JEN RULES (EM1),ROBBIE DOLAN (A1.5),-,4.3,6,OUTRAGEOUS,TOMMY BERRY,-,3.2,12,GROUNDSWELL,TOM MARQUAND,-,-,63K,41K,34.9K,"7,744",47.9K,27.5K,"6,730",170K,Jan-15,92,Jan-15,179,1-15-6,1346.4,1-15-6-12,11265
2,11:10,1400,MOSTYN COPPER J H B CARR STAKES 3Y FILLIES SW+P GROUP 3,2,RUBISAKI,NASH RAWILLER,1.8,1.1,6,SUBPOENAED (NZ),TOMMY BERRY,-,2.4,11,ST COVET'S SPIRIT,JASON COLLETT,-,5,4,AKARI,TIM CLARK,-,-,48.6K,28.9K,29.7K,12.2K,55K,58.3K,11.3K,-,02-Jun,9.1,02-Jun,14.9,02-06-2011,174,2-6-11-4,909.8
